Serial Number	Chemical 1	Chemical 2	Jaccard Similarity
101587	DED000332	DED000912	0.1
101588	DED000332	DED000914	0.13157894736842105
101589	DED000332	DED000915	0.16666666666666666
101590	DED000332	DED000917	0.14814814814814814
101591	DED000332	DED000919	0.13513513513513514
101592	DED000332	DED000921	0.02857142857142857
101593	DED000332	DED000923	0.09090909090909091
101594	DED000332	DED000925	0.1568627450980392
101595	DED000332	DED000926	0.08571428571428572
101596	DED000332	DED000927	0.13953488372093023
101597	DED000332	DED000928	0.10869565217391304
101598	DED000332	DED000929	0.1724137931034483
101599	DED000332	DED000930	0.0
101600	DED000332	DED000931	0.09302325581395349
101601	DED000332	DED000932	0.2235294117647059
101602	DED000332	DED000934	0.22950819672131148
101603	DED000332	DED000937	0.25
101604	DED000332	DED000940	0.17073170731707318
101605	DED000332	DED000941	0.1111111111111111
101606	DED000332	DED000944	0.23684210526315788
101607	DED000332	DED000946	0.0
101608	DED000332	DED000951	0.18867924528301888
101609	DED000332	DED000961	0.0
101610	DED000332	DED000964	0.02857142857142857
101611	DED000332	DED000969	0.19607843137254902
101612	DED000332	DED000970	0.0
101613	DED000332	DED000972	0.09523809523809523
101614	DED000332	DED000974	0.1891891891891892
101615	DED000332	DED000976	0.0
101616	DED000332	DED000979	0.1590909090909091
101617	DED000332	DED000981	0.19402985074626866
101618	DED000332	DED000986	0.058823529411764705
101619	DED000332	DED000993	0.030303030303030304
101620	DED000332	DED000995	0.0625
101621	DED000332	DED000997	0.14049586776859505
101622	DED000332	DED001000	0.21951219512195122
101623	DED000332	DED001001	0.0
101624	DED000332	DED001007	0.05714285714285714
101625	DED000332	DED001015	0.1
101626	DED000332	DED001026	0.075
101627	DED000332	DED001027	0.08064516129032258
101628	DED000332	DED001029	0.16666666666666666
101629	DED000334	DED000335	0.11864406779661017
101630	DED000334	DED000341	0.379746835443038
101631	DED000334	DED000342	0.33766233766233766
101632	DED000334	DED000343	0.017543859649122806
101633	DED000334	DED000344	0.1746031746031746
101634	DED000334	DED000345	0.2571428571428571
101635	DED000334	DED000348	0.2361111111111111
101636	DED000334	DED000349	0.14666666666666667
101637	DED000334	DED000350	0.2
101638	DED000334	DED000352	0.24
101639	DED000334	DED000353	0.03508771929824561
101640	DED000334	DED000357	0.06557377049180328
101641	DED000334	DED000360	0.08064516129032258
101642	DED000334	DED000362	0.08695652173913043
101643	DED000334	DED000363	0.016666666666666666
101644	DED000334	DED000364	0.0
101645	DED000334	DED000365	0.13333333333333333
101646	DED000334	DED000366	0.05357142857142857
101647	DED000334	DED000368	0.36363636363636365
101648	DED000334	DED000369	0.078125
101649	DED000334	DED000371	0.2653061224489796
101650	DED000334	DED000374	0.03076923076923077
101651	DED000334	DED000375	0.11320754716981132
101652	DED000334	DED000376	0.06896551724137931
101653	DED000334	DED000377	0.1267605633802817
101654	DED000334	DED000378	0.09836065573770492
101655	DED000334	DED000379	0.08955223880597014
101656	DED000334	DED000380	0.359375
101657	DED000334	DED000381	0.3064516129032258
101658	DED000334	DED000383	0.18072289156626506
101659	DED000334	DED000384	0.10606060606060606
101660	DED000334	DED000387	0.13559322033898305
101661	DED000334	DED000388	0.16
101662	DED000334	DED000390	0.10843373493975904
101663	DED000334	DED000392	0.13333333333333333
101664	DED000334	DED000394	0.07142857142857142
101665	DED000334	DED000395	0.3902439024390244
101666	DED000334	DED000396	0.15
101667	DED000334	DED000399	0.06779661016949153
101668	DED000334	DED000411	0.06896551724137931
101669	DED000334	DED000416	0.125
101670	DED000334	DED000417	0.0967741935483871
101671	DED000334	DED000429	0.1016949152542373
101672	DED000334	DED000433	0.2903225806451613
101673	DED000334	DED000436	0.0
101674	DED000334	DED000437	0.07407407407407407
101675	DED000334	DED000438	0.017857142857142856
101676	DED000334	DED000441	0.2087912087912088
101677	DED000334	DED000442	0.09375
101678	DED000334	DED000446	0.0967741935483871
101679	DED000334	DED000448	0.1518987341772152
101680	DED000334	DED000449	0.03571428571428571
101681	DED000334	DED000450	0.03278688524590164
101682	DED000334	DED000451	0.017857142857142856
101683	DED000334	DED000454	0.017857142857142856
101684	DED000334	DED000459	0.10714285714285714
101685	DED000334	DED000460	0.11475409836065574
101686	DED000334	DED000461	0.25882352941176473
101687	DED000334	DED000463	0.109375
101688	DED000334	DED000464	0.11627906976744186
101689	DED000334	DED000465	0.15217391304347827
101690	DED000334	DED000466	0.11594202898550725
101691	DED000334	DED000467	0.08771929824561403
101692	DED000334	DED000470	0.15841584158415842
101693	DED000334	DED000472	0.1
101694	DED000334	DED000474	0.1595744680851064
101695	DED000334	DED000479	0.2982456140350877
101696	DED000334	DED000482	0.08450704225352113
101697	DED000334	DED000483	0.13636363636363635
101698	DED000334	DED000484	0.14285714285714285
101699	DED000334	DED000486	0.09523809523809523
101700	DED000334	DED000490	0.06896551724137931
101701	DED000334	DED000493	0.06741573033707865
101702	DED000334	DED000496	0.08771929824561403
101703	DED000334	DED000497	0.11475409836065574
101704	DED000334	DED000499	0.03571428571428571
101705	DED000334	DED000501	0.0
101706	DED000334	DED000503	0.07017543859649122
101707	DED000334	DED000506	0.017543859649122806
101708	DED000334	DED000507	0.0625
101709	DED000334	DED000510	0.1016949152542373
101710	DED000334	DED000512	0.13333333333333333
101711	DED000334	DED000513	0.1388888888888889
101712	DED000334	DED000515	0.0
101713	DED000334	DED000516	0.14492753623188406
101714	DED000334	DED000518	0.017857142857142856
101715	DED000334	DED000526	0.08196721311475409
101716	DED000334	DED000529	0.0847457627118644
101717	DED000334	DED000536	0.208955223880597
101718	DED000334	DED000537	0.04819277108433735
101719	DED000334	DED000542	0.11666666666666667
101720	DED000334	DED000543	0.14864864864864866
101721	DED000334	DED000545	0.14285714285714285
101722	DED000334	DED000547	0.017543859649122806
101723	DED000334	DED000549	0.01694915254237288
101724	DED000334	DED000550	0.11764705882352941
101725	DED000334	DED000555	0.06896551724137931
101726	DED000334	DED000557	0.07446808510638298
101727	DED000334	DED000563	0.19402985074626866
101728	DED000334	DED000568	0.23636363636363636
101729	DED000334	DED000569	0.2923076923076923
101730	DED000334	DED000570	0.1889763779527559
101731	DED000334	DED000571	0.10526315789473684
101732	DED000334	DED000572	0.0821917808219178
101733	DED000334	DED000573	0.08620689655172414
101734	DED000334	DED000574	0.1111111111111111
101735	DED000334	DED000575	0.18666666666666668
101736	DED000334	DED000576	0.14285714285714285
101737	DED000334	DED000577	0.06779661016949153
101738	DED000334	DED000578	0.11764705882352941
101739	DED000334	DED000579	0.12698412698412698
101740	DED000334	DED000580	0.2727272727272727
101741	DED000334	DED000581	0.11764705882352941
101742	DED000334	DED000582	0.265625
101743	DED000334	DED000583	0.171875
101744	DED000334	DED000584	0.14285714285714285
101745	DED000334	DED000585	0.09090909090909091
101746	DED000334	DED000587	0.058823529411764705
101747	DED000334	DED000588	0.24285714285714285
101748	DED000334	DED000589	0.034482758620689655
101749	DED000334	DED000590	0.20454545454545456
101750	DED000334	DED000592	0.21138211382113822
101751	DED000334	DED000593	0.1016949152542373
101752	DED000334	DED000594	0.2543859649122807
101753	DED000334	DED000596	0.08139534883720931
101754	DED000334	DED000597	0.27358490566037735
101755	DED000334	DED000598	0.12121212121212122
101756	DED000334	DED000599	0.05084745762711865
101757	DED000334	DED000600	0.11594202898550725
101758	DED000334	DED000601	0.12
101759	DED000334	DED000602	0.11538461538461539
101760	DED000334	DED000603	0.017857142857142856
101761	DED000334	DED000604	0.1743119266055046
101762	DED000334	DED000605	0.296875
101763	DED000334	DED000606	0.22058823529411764
101764	DED000334	DED000607	0.1
101765	DED000334	DED000608	0.1
101766	DED000334	DED000609	0.03389830508474576
101767	DED000334	DED000611	0.16037735849056603
101768	DED000334	DED000612	0.030303030303030304
101769	DED000334	DED000613	0.13793103448275862
101770	DED000334	DED000614	0.16153846153846155
101771	DED000334	DED000615	0.17525773195876287
101772	DED000334	DED000616	0.1619047619047619
101773	DED000334	DED000617	0.17647058823529413
101774	DED000334	DED000618	0.16666666666666666
101775	DED000334	DED000619	0.07692307692307693
101776	DED000334	DED000620	0.25333333333333335
101777	DED000334	DED000622	0.034482758620689655
101778	DED000334	DED000623	0.14534883720930233
101779	DED000334	DED000624	0.05172413793103448
101780	DED000334	DED000625	0.06666666666666667
101781	DED000334	DED000626	0.05263157894736842
101782	DED000334	DED000627	0.24358974358974358
101783	DED000334	DED000628	0.01639344262295082
101784	DED000334	DED000631	0.015873015873015872
101785	DED000334	DED000632	0.0898876404494382
101786	DED000334	DED000633	0.25675675675675674
101787	DED000334	DED000634	0.07017543859649122
101788	DED000334	DED000636	0.03571428571428571
101789	DED000334	DED000637	0.09090909090909091
101790	DED000334	DED000638	0.034482758620689655
101791	DED000334	DED000639	0.3368421052631579
101792	DED000334	DED000641	0.2459016393442623
101793	DED000334	DED000643	0.203125
101794	DED000334	DED000645	0.2
101795	DED000334	DED000646	0.08333333333333333
101796	DED000334	DED000647	0.12195121951219512
101797	DED000334	DED000649	0.16216216216216217
101798	DED000334	DED000650	0.18584070796460178
101799	DED000334	DED000651	0.1652892561983471
101800	DED000334	DED000652	0.16129032258064516
101801	DED000334	DED000654	0.2537313432835821
101802	DED000334	DED000655	0.11666666666666667
101803	DED000334	DED000656	0.125
101804	DED000334	DED000657	0.20408163265306123
101805	DED000334	DED000661	0.05357142857142857
101806	DED000334	DED000662	0.1206896551724138
101807	DED000334	DED000665	0.18691588785046728
101808	DED000334	DED000666	0.1566265060240964
101809	DED000334	DED000667	0.09836065573770492
101810	DED000334	DED000668	0.03508771929824561
101811	DED000334	DED000669	0.1527777777777778
101812	DED000334	DED000670	0.08064516129032258
101813	DED000334	DED000671	0.15151515151515152
101814	DED000334	DED000672	0.12162162162162163
101815	DED000334	DED000673	0.23880597014925373
101816	DED000334	DED000674	0.2028985507246377
101817	DED000334	DED000675	0.16666666666666666
101818	DED000334	DED000681	0.05357142857142857
101819	DED000334	DED000685	0.17391304347826086
101820	DED000334	DED000687	0.0
101821	DED000334	DED000688	0.21176470588235294
101822	DED000334	DED000690	0.19402985074626866
101823	DED000334	DED000691	0.08771929824561403
101824	DED000334	DED000692	0.0
101825	DED000334	DED000694	0.06779661016949153
101826	DED000334	DED000698	0.109375
101827	DED000334	DED000699	0.13636363636363635
101828	DED000334	DED000700	0.19402985074626866
101829	DED000334	DED000701	0.03278688524590164
101830	DED000334	DED000702	0.034482758620689655
101831	DED000334	DED000703	0.0
101832	DED000334	DED000704	0.2571428571428571
101833	DED000334	DED000705	0.017543859649122806
101834	DED000334	DED000707	0.0967741935483871
101835	DED000334	DED000709	0.07142857142857142
101836	DED000334	DED000711	0.17142857142857143
101837	DED000334	DED000713	0.1935483870967742
101838	DED000334	DED000714	0.07017543859649122
101839	DED000334	DED000715	0.05405405405405406
101840	DED000334	DED000716	0.11940298507462686
101841	DED000334	DED000717	0.1111111111111111
101842	DED000334	DED000718	0.11650485436893204
101843	DED000334	DED000719	0.03508771929824561
101844	DED000334	DED000722	0.15384615384615385
101845	DED000334	DED000723	0.2230769230769231
101846	DED000334	DED000725	0.15151515151515152
101847	DED000334	DED000728	0.12903225806451613
101848	DED000334	DED000729	0.03508771929824561
101849	DED000334	DED000731	0.25773195876288657
101850	DED000334	DED000733	0.1694915254237288
101851	DED000334	DED000736	0.26436781609195403
101852	DED000334	DED000738	0.2318840579710145
101853	DED000334	DED000739	0.1076923076923077
101854	DED000334	DED000741	0.3170731707317073
101855	DED000334	DED000742	0.15555555555555556
101856	DED000334	DED000744	0.08139534883720931
101857	DED000334	DED000747	0.13333333333333333
101858	DED000334	DED000748	0.11904761904761904
101859	DED000334	DED000750	0.09836065573770492
101860	DED000334	DED000751	0.10344827586206896
101861	DED000334	DED000754	0.0847457627118644
101862	DED000334	DED000758	0.017857142857142856
101863	DED000334	DED000763	0.14516129032258066
101864	DED000334	DED000766	0.05084745762711865
101865	DED000334	DED000768	0.03508771929824561
101866	DED000334	DED000771	0.11475409836065574
101867	DED000334	DED000772	0.0
101868	DED000334	DED000774	0.1746031746031746
101869	DED000334	DED000776	0.4794520547945205
101870	DED000334	DED000780	0.07462686567164178
101871	DED000334	DED000785	0.17679558011049723
101872	DED000334	DED000794	0.057971014492753624
101873	DED000334	DED000795	0.017857142857142856
101874	DED000334	DED000796	0.05172413793103448
101875	DED000334	DED000799	0.07692307692307693
101876	DED000334	DED000800	0.15254237288135594
101877	DED000334	DED000803	0.03571428571428571
101878	DED000334	DED000804	0.03389830508474576
101879	DED000334	DED000805	0.19047619047619047
101880	DED000334	DED000806	0.10294117647058823
101881	DED000334	DED000807	0.1111111111111111
101882	DED000334	DED000808	0.017543859649122806
101883	DED000334	DED000809	0.09836065573770492
101884	DED000334	DED000810	0.13414634146341464
101885	DED000334	DED000812	0.03508771929824561
101886	DED000334	DED000813	0.0
101887	DED000334	DED000815	0.017857142857142856
101888	DED000334	DED000816	0.06451612903225806
101889	DED000334	DED000817	0.1935483870967742
101890	DED000334	DED000819	0.017543859649122806
101891	DED000334	DED000820	0.09836065573770492
101892	DED000334	DED000821	0.0
101893	DED000334	DED000822	0.03571428571428571
101894	DED000334	DED000823	0.017543859649122806
101895	DED000334	DED000824	0.2328767123287671
101896	DED000334	DED000825	0.2972972972972973
101897	DED000334	DED000826	0.05084745762711865
101898	DED000334	DED000827	0.08196721311475409
101899	DED000334	DED000828	0.017857142857142856
101900	DED000334	DED000829	0.0
101901	DED000334	DED000830	0.10666666666666667
101902	DED000334	DED000831	0.03571428571428571
101903	DED000334	DED000833	0.12307692307692308
101904	DED000334	DED000834	0.1794871794871795
101905	DED000334	DED000835	0.3025210084033613
101906	DED000334	DED000836	0.047619047619047616
101907	DED000334	DED000837	0.04838709677419355
101908	DED000334	DED000838	0.03571428571428571
101909	DED000334	DED000840	0.07017543859649122
101910	DED000334	DED000843	0.09375
101911	DED000334	DED000844	0.034482758620689655
101912	DED000334	DED000846	0.10588235294117647
101913	DED000334	DED000847	0.04838709677419355
101914	DED000334	DED000848	0.136986301369863
101915	DED000334	DED000849	0.10714285714285714
101916	DED000334	DED000850	0.15873015873015872
101917	DED000334	DED000851	0.0
101918	DED000334	DED000853	0.06756756756756757
101919	DED000334	DED000854	0.12987012987012986
101920	DED000334	DED000855	0.22857142857142856
101921	DED000334	DED000856	0.1
101922	DED000334	DED000858	0.13043478260869565
101923	DED000334	DED000859	0.0
101924	DED000334	DED000860	0.03389830508474576
101925	DED000334	DED000861	0.136986301369863
101926	DED000334	DED000864	0.06557377049180328
101927	DED000334	DED000865	0.034482758620689655
101928	DED000334	DED000866	0.05263157894736842
101929	DED000334	DED000867	0.034482758620689655
101930	DED000334	DED000868	0.12048192771084337
101931	DED000334	DED000869	0.03571428571428571
101932	DED000334	DED000874	0.13559322033898305
101933	DED000334	DED000876	0.0847457627118644
101934	DED000334	DED000878	0.09375
101935	DED000334	DED000880	0.017241379310344827
101936	DED000334	DED000881	0.03278688524590164
101937	DED000334	DED000884	0.08620689655172414
101938	DED000334	DED000886	0.03278688524590164
101939	DED000334	DED000892	0.03508771929824561
101940	DED000334	DED000893	0.05172413793103448
101941	DED000334	DED000895	0.11290322580645161
101942	DED000334	DED000900	0.11475409836065574
101943	DED000334	DED000902	0.14705882352941177
101944	DED000334	DED000905	0.017543859649122806
101945	DED000334	DED000906	0.3026315789473684
101946	DED000334	DED000907	0.09859154929577464
101947	DED000334	DED000910	0.15853658536585366
101948	DED000334	DED000911	0.07058823529411765
101949	DED000334	DED000912	0.046153846153846156
101950	DED000334	DED000914	0.06349206349206349
101951	DED000334	DED000915	0.22522522522522523
101952	DED000334	DED000917	0.4098360655737705
101953	DED000334	DED000919	0.015384615384615385
101954	DED000334	DED000921	0.0
101955	DED000334	DED000923	0.2631578947368421
101956	DED000334	DED000925	0.136986301369863
101957	DED000334	DED000926	0.08771929824561403
101958	DED000334	DED000927	0.4186046511627907
101959	DED000334	DED000928	0.25
101960	DED000334	DED000929	0.16455696202531644
101961	DED000334	DED000930	0.03571428571428571
101962	DED000334	DED000931	0.07575757575757576
101963	DED000334	DED000932	0.28
101964	DED000334	DED000934	0.13793103448275862
101965	DED000334	DED000937	0.15
101966	DED000334	DED000940	0.18032786885245902
101967	DED000334	DED000941	0.09090909090909091
101968	DED000334	DED000944	0.09230769230769231
101969	DED000334	DED000946	0.016666666666666666
101970	DED000334	DED000951	0.3181818181818182
101971	DED000334	DED000961	0.0
101972	DED000334	DED000964	0.034482758620689655
101973	DED000334	DED000969	0.2318840579710145
101974	DED000334	DED000970	0.03571428571428571
101975	DED000334	DED000972	0.12903225806451613
101976	DED000334	DED000974	0.046153846153846156
101977	DED000334	DED000976	0.017543859649122806
101978	DED000334	DED000979	0.0273972602739726
101979	DED000334	DED000981	0.2839506172839506
101980	DED000334	DED000986	0.034482758620689655
101981	DED000334	DED000993	0.017543859649122806
101982	DED000334	DED000995	0.03571428571428571
101983	DED000334	DED000997	0.2857142857142857
101984	DED000334	DED001000	0.12121212121212122
101985	DED000334	DED001001	0.0
101986	DED000334	DED001007	0.07017543859649122
101987	DED000334	DED001015	0.0967741935483871
101988	DED000334	DED001026	0.15517241379310345
101989	DED000334	DED001027	0.19736842105263158
101990	DED000334	DED001029	0.028169014084507043
101991	DED000335	DED000341	0.125
101992	DED000335	DED000342	0.11764705882352941
101993	DED000335	DED000343	0.09090909090909091
101994	DED000335	DED000344	0.16666666666666666
101995	DED000335	DED000345	0.23529411764705882
101996	DED000335	DED000348	0.16216216216216217
101997	DED000335	DED000349	0.14285714285714285
101998	DED000335	DED000350	0.1044776119402985
101999	DED000335	DED000352	0.11428571428571428
102000	DED000335	DED000353	0.08333333333333333
102001	DED000335	DED000357	0.1875
102002	DED000335	DED000360	0.16666666666666666
102003	DED000335	DED000362	0.11538461538461539
102004	DED000335	DED000363	0.0
102005	DED000335	DED000364	0.0
102006	DED000335	DED000365	0.29411764705882354
102007	DED000335	DED000366	0.0
102008	DED000335	DED000368	0.1125
102009	DED000335	DED000369	0.2777777777777778
102010	DED000335	DED000371	0.11428571428571428
102011	DED000335	DED000374	0.0
102012	DED000335	DED000375	0.043478260869565216
102013	DED000335	DED000376	0.14285714285714285
102014	DED000335	DED000377	0.21428571428571427
102015	DED000335	DED000378	0.05
102016	DED000335	DED000379	0.125
102017	DED000335	DED000380	0.17142857142857143
102018	DED000335	DED000381	0.16666666666666666
102019	DED000335	DED000383	0.10638297872340426
102020	DED000335	DED000384	0.038461538461538464
102021	DED000335	DED000387	0.10526315789473684
102022	DED000335	DED000388	0.1388888888888889
102023	DED000335	DED000390	0.09523809523809523
102024	DED000335	DED000392	0.29411764705882354
102025	DED000335	DED000394	0.07692307692307693
102026	DED000335	DED000395	0.13333333333333333
102027	DED000335	DED000396	0.2777777777777778
102028	DED000335	DED000399	0.3076923076923077
102029	DED000335	DED000411	0.06666666666666667
102030	DED000335	DED000416	0.23809523809523808
102031	DED000335	DED000417	0.29411764705882354
102032	DED000335	DED000429	0.11764705882352941
102033	DED000335	DED000433	0.25925925925925924
102034	DED000335	DED000436	0.0
102035	DED000335	DED000437	0.17142857142857143
102036	DED000335	DED000438	0.0
102037	DED000335	DED000441	0.10344827586206896
102038	DED000335	DED000442	0.09090909090909091
102039	DED000335	DED000446	0.15789473684210525
102040	DED000335	DED000448	0.07142857142857142
102041	DED000335	DED000449	0.0
102042	DED000335	DED000450	0.13333333333333333
102043	DED000335	DED000451	0.1
102044	DED000335	DED000454	0.1
102045	DED000335	DED000459	0.06666666666666667
102046	DED000335	DED000460	0.2222222222222222
102047	DED000335	DED000461	0.10909090909090909
102048	DED000335	DED000463	0.13636363636363635
102049	DED000335	DED000464	0.16279069767441862
102050	DED000335	DED000465	0.1320754716981132
102051	DED000335	DED000466	0.03333333333333333
102052	DED000335	DED000467	0.45454545454545453
102053	DED000335	DED000470	0.05970149253731343
102054	DED000335	DED000472	0.0
102055	DED000335	DED000474	0.04242424242424243
102056	DED000335	DED000479	0.3333333333333333
102057	DED000335	DED000482	0.06896551724137931
102058	DED000335	DED000483	0.38095238095238093
102059	DED000335	DED000484	0.23809523809523808
102060	DED000335	DED000486	0.2777777777777778
102061	DED000335	DED000490	0.23076923076923078
102062	DED000335	DED000493	0.0425531914893617
102063	DED000335	DED000496	0.14285714285714285
102064	DED000335	DED000497	0.2222222222222222
102065	DED000335	DED000499	0.2
102066	DED000335	DED000501	0.0
102067	DED000335	DED000503	0.0
102068	DED000335	DED000506	0.09090909090909091
102069	DED000335	DED000507	0.1
102070	DED000335	DED000510	0.05555555555555555
102071	DED000335	DED000512	0.375
102072	DED000335	DED000513	0.058823529411764705
102073	DED000335	DED000515	0.0
102074	DED000335	DED000516	0.1
102075	DED000335	DED000518	0.0
102076	DED000335	DED000526	0.3333333333333333
102077	DED000335	DED000529	0.125
102078	DED000335	DED000536	0.16666666666666666
102079	DED000335	DED000537	0.0
102080	DED000335	DED000542	0.23529411764705882
102081	DED000335	DED000543	0.11428571428571428
102082	DED000335	DED000545	0.1724137931034483
102083	DED000335	DED000547	0.0
102084	DED000335	DED000549	0.0
102085	DED000335	DED000550	0.06521739130434782
102086	DED000335	DED000555	0.23076923076923078
102087	DED000335	DED000557	0.057692307692307696
102088	DED000335	DED000563	0.0625
102089	DED000335	DED000568	0.08433734939759036
102090	DED000335	DED000569	0.11764705882352941
102091	DED000335	DED000570	0.029411764705882353
102092	DED000335	DED000571	0.21428571428571427
102093	DED000335	DED000572	0.1
102094	DED000335	DED000573	0.0625
102095	DED000335	DED000574	0.0625
102096	DED000335	DED000575	0.10256410256410256
102097	DED000335	DED000576	0.23809523809523808
102098	DED000335	DED000577	0.0625
102099	DED000335	DED000578	0.07142857142857142
102100	DED000335	DED000579	0.19047619047619047
102101	DED000335	DED000580	0.18181818181818182
102102	DED000335	DED000581	0.07142857142857142
102103	DED000335	DED000582	0.20689655172413793
102104	DED000335	DED000583	0.16
102105	DED000335	DED000584	0.21428571428571427
102106	DED000335	DED000585	0.13043478260869565
102107	DED000335	DED000587	0.04
102108	DED000335	DED000588	0.17142857142857143
102109	DED000335	DED000589	0.0
102110	DED000335	DED000590	0.17647058823529413
102111	DED000335	DED000592	0.05102040816326531
102112	DED000335	DED000593	0.26666666666666666
102113	DED000335	DED000594	0.0898876404494382
102114	DED000335	DED000596	0.11904761904761904
102115	DED000335	DED000597	0.08536585365853659
102116	DED000335	DED000598	0.3333333333333333
102117	DED000335	DED000599	0.14285714285714285
102118	DED000335	DED000600	0.10714285714285714
102119	DED000335	DED000601	0.08571428571428572
102120	DED000335	DED000602	0.07894736842105263
102121	DED000335	DED000603	0.0
102122	DED000335	DED000604	0.07894736842105263
102123	DED000335	DED000605	0.23333333333333334
102124	DED000335	DED000606	0.15625
102125	DED000335	DED000607	0.05263157894736842
102126	DED000335	DED000608	0.25
102127	DED000335	DED000609	0.15384615384615385
102128	DED000335	DED000611	0.11594202898550725
102129	DED000335	DED000612	0.15789473684210525
102130	DED000335	DED000613	0.05263157894736842
102131	DED000335	DED000614	0.07142857142857142
102132	DED000335	DED000615	0.13333333333333333
102133	DED000335	DED000616	0.07042253521126761
102134	DED000335	DED000617	0.21428571428571427
102135	DED000335	DED000618	0.03896103896103896
102136	DED000335	DED000619	0.14285714285714285
102137	DED000335	DED000620	0.14285714285714285
102138	DED000335	DED000622	0.16666666666666666
102139	DED000335	DED000623	0.03424657534246575
102140	DED000335	DED000624	0.15384615384615385
102141	DED000335	DED000625	0.125
102142	DED000335	DED000626	0.07692307692307693
102143	DED000335	DED000627	0.1590909090909091
102144	DED000335	DED000628	0.0
102145	DED000335	DED000631	0.0
102146	DED000335	DED000632	0.0851063829787234
102147	DED000335	DED000633	0.175
102148	DED000335	DED000634	0.15384615384615385
102149	DED000335	DED000636	0.09090909090909091
102150	DED000335	DED000637	0.08333333333333333
102151	DED000335	DED000638	0.16666666666666666
102152	DED000335	DED000639	0.1095890410958904
102153	DED000335	DED000641	0.25
102154	DED000335	DED000643	0.34782608695652173
102155	DED000335	DED000645	0.14285714285714285
102156	DED000335	DED000646	0.06666666666666667
102157	DED000335	DED000647	0.045454545454545456
102158	DED000335	DED000649	0.08108108108108109
102159	DED000335	DED000650	0.08641975308641975
102160	DED000335	DED000651	0.03260869565217391
102161	DED000335	DED000652	0.3
102162	DED000335	DED000654	0.15151515151515152
102163	DED000335	DED000655	0.16666666666666666
102164	DED000335	DED000656	0.3076923076923077
102165	DED000335	DED000657	0.09090909090909091
102166	DED000335	DED000661	0.3
102167	DED000335	DED000662	0.5833333333333334
102168	DED000335	DED000665	0.1095890410958904
102169	DED000335	DED000666	0.16279069767441862
102170	DED000335	DED000667	0.05
102171	DED000335	DED000668	0.3
102172	DED000335	DED000669	0.15625
102173	DED000335	DED000670	0.16666666666666666
102174	DED000335	DED000671	0.30434782608695654
102175	DED000335	DED000672	0.15625
102176	DED000335	DED000673	0.1935483870967742
102177	DED000335	DED000674	0.27586206896551724
102178	DED000335	DED000675	0.3333333333333333
102179	DED000335	DED000681	0.08333333333333333
102180	DED000335	DED000685	0.03333333333333333
102181	DED000335	DED000687	0.0
102182	DED000335	DED000688	0.1875
102183	DED000335	DED000690	0.05555555555555555
102184	DED000335	DED000691	0.0
102185	DED000335	DED000692	0.0
102186	DED000335	DED000694	0.0625
102187	DED000335	DED000698	0.19047619047619047
102188	DED000335	DED000699	0.2608695652173913
102189	DED000335	DED000700	0.0625
102190	DED000335	DED000701	0.0
102191	DED000335	DED000702	0.07692307692307693
102192	DED000335	DED000703	0.0
102193	DED000335	DED000704	0.2
102194	DED000335	DED000705	0.0
102195	DED000335	DED000707	0.1
102196	DED000335	DED000709	0.2727272727272727
102197	DED000335	DED000711	0.058823529411764705
102198	DED000335	DED000713	0.21739130434782608
102199	DED000335	DED000714	0.15384615384615385
102200	DED000335	DED000715	0.03225806451612903
102201	DED000335	DED000716	0.16
102202	DED000335	DED000717	0.14285714285714285
102203	DED000335	DED000718	0.06153846153846154
102204	DED000335	DED000719	0.08333333333333333
102205	DED000335	DED000722	0.07407407407407407
102206	DED000335	DED000723	0.0660377358490566
102207	DED000335	DED000725	0.0625
102208	DED000335	DED000728	0.14285714285714285
102209	DED000335	DED000729	0.08333333333333333
102210	DED000335	DED000731	0.08571428571428572
102211	DED000335	DED000733	0.21052631578947367
102212	DED000335	DED000736	0.06666666666666667
102213	DED000335	DED000738	0.11428571428571428
102214	DED000335	DED000739	0.13043478260869565
102215	DED000335	DED000741	0.10714285714285714
102216	DED000335	DED000742	0.09433962264150944
102217	DED000335	DED000744	0.044444444444444446
102218	DED000335	DED000747	0.375
102219	DED000335	DED000748	0.06666666666666667
102220	DED000335	DED000750	0.05
102221	DED000335	DED000751	0.2
102222	DED000335	DED000754	0.125
102223	DED000335	DED000758	0.0
102224	DED000335	DED000763	0.08695652173913043
102225	DED000335	DED000766	0.06666666666666667
102226	DED000335	DED000768	0.18181818181818182
102227	DED000335	DED000771	0.2222222222222222
102228	DED000335	DED000772	0.0
102229	DED000335	DED000774	0.05154639175257732
102230	DED000335	DED000776	0.14814814814814814
102231	DED000335	DED000780	0.04
102232	DED000335	DED000785	0.04375
102233	DED000335	DED000794	0.038461538461538464
102234	DED000335	DED000795	0.1
102235	DED000335	DED000796	0.0
102236	DED000335	DED000799	0.2
102237	DED000335	DED000800	0.0
102238	DED000335	DED000803	0.09090909090909091
102239	DED000335	DED000804	0.15384615384615385
102240	DED000335	DED000805	0.16
102241	DED000335	DED000806	0.16
102242	DED000335	DED000807	0.043478260869565216
102243	DED000335	DED000808	0.09090909090909091
102244	DED000335	DED000809	0.23529411764705882
102245	DED000335	DED000810	0.06818181818181818
102246	DED000335	DED000812	0.08333333333333333
102247	DED000335	DED000813	0.0
102248	DED000335	DED000815	0.1
102249	DED000335	DED000816	0.05263157894736842
102250	DED000335	DED000817	0.21739130434782608
